Code_BuildingVariant,Country,BuildingType,Age,Age_plot,n_air_infiltration,WWR,U_Wall_avg,U_Roof_avg,U_Floor_avg,U_Window_avg,g_Window_avg,set_p_T,n_air_use,q_int_tot,F_sh_hor,F_sh_ver,F_f,F_w,EU_set_p_T,EU_n_air_use,EU_q_int_tot,EU_F_sh_hor,EU_F_sh_ver,EU_F_f,EU_F_w,EU_q_int_tot,A_C_Ref,A_C_ExtDim,Code_AttachedNeighbours,n_Storey,Unit_m2,n_Apartment,q_h_nd,ClimateZone,Age_Harmonized,Age_plot_Harmonized,BuildingType3,WWR_harm_mean,WWR_harm_shape,WWR_harm_scale,U_Wall_harm_mean,U_Wall_harm_shape,U_Wall_harm_scale,U_Window_harm_mean,U_Window_harm_shape,U_Window_harm_scale,U_Roof_harm_mean,U_Roof_harm_shape,U_Roof_harm_scale,U_Floor_harm_mean,U_Floor_harm_shape,U_Floor_harm_scale,g_Window_harm_mean,g_Window_harm_shape,g_Window_harm_scale,n_air_infiltration_harm_mean,n_air_infiltration_harm_scale,n_air_infiltration_harm_shape,n_air_use_harm_mean,n_air_use_harm_scale,n_air_use_harm_shape,set_p_T_harm_mean,F_f_harm_mean,F_sh_ver_harm_mean,F_sh_hor_harm_mean,q_int_tot_harm_mean
BE.N.AB.02.Gen.ReEx.001.001,Belgium,AB,1946-1970,1958.0,0.4,0.5256517927113372,1.7,3.5,0.677290837,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,881.45,1037.0,B_N1,9.0,110.18125,8.0,189.4,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,1.6655545883525336,0.05,1.6651737530939932,3.95,0.05,3.95,2.0,0.3595828073466393,2.0,0.7171739402218205,0.05573576126429688,0.7160612788409583,0.87,0.05,0.87,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BE.N.AB.03.Gen.ReEx.001.001,Belgium,AB,1971-1990,1980.5,0.4,0.6966773377094483,1.7,0.85,0.677290837,4.3,0.7499999999999999,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,30982.5,36450.0,B_Alone,27.0,79.4423076923077,390.0,153.7,Temperate,1980-1989,1985,AB,0.2843827488406592,0.4121078330161749,0.2570231857261612,1.158878224299623,0.23961232029245733,1.123296765668399,3.6,0.10292602710207432,3.6,0.8216633269896212,0.05,0.821154471943972,0.717742966799805,0.058307319037341696,0.7165199099744243,0.75,0.05,0.75,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BE.N.AB.04.Gen.ReEx.001.001,Belgium,AB,1991-2005,1998.0,0.2,0.3214165767875766,0.6,0.45,0.578512397,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,19902.75,23415.0,B_Alone,21.0,101.02918781725889,197.0,86.5,Temperate,1990-1999,1995,AB,0.26489184621733186,0.23864284857779364,0.25772187169094335,0.595545706907066,0.05,0.5955287151737776,3.5,0.05,3.5,0.5146187554514038,0.12637169666438328,0.5105353973287333,0.6078139079730998,0.050644538848829655,0.607031561210824,0.75,0.05,0.75,0.2,0.2,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BE.N.AB.05.Gen.ReEx.001.001,Belgium,AB,2006-2011,2008.5,0.2,0.6439906124801914,0.4,0.3,0.508474576,2.0,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3366.0,3960.0,B_Alone,11.0,168.3,20.0,77.1,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.39683707679834324,0.05,0.39682439080476795,2.0,0.05,2.0,0.29726688210943525,0.05,0.2972514340833431,0.5304996762681078,0.05,0.5299922326610297,0.6,0.05,0.6,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BE.N.AB.06.Gen.ReEx.001.001,Belgium,AB,2012,2012.0,0.2,0.6439906124801914,0.23,0.21,0.206378987,1.7,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3366.0,3960.0,B_Alone,11.0,168.3,20.0,63.9,Temperate,2010s,2013,AB,0.39849841232480687,0.30501852423170694,0.3795777446957727,0.228904368150983,0.05,0.2289017293137351,1.7,0.05,1.7,0.20862675606796452,0.05,0.20862120470388315,0.2096568104065127,0.05,0.20962823531796354,0.6,0.05,0.6,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.01.Gen.ReEx.001.001,Belgium,MFH,1945,1944.0,0.4,0.5653510365274864,2.2,3.5,0.677290837,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1055.7,1242.0,B_N2,6.0,87.97500000000001,12.0,205.7,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,2.0,0.05,2.0,3.95,0.05,3.95,2.213367251650457,0.37808428758605434,2.050887227763902,0.7461865453861988,0.06755857473051168,0.7445113078876011,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.02.Gen.ReEx.001.001,Belgium,MFH,1946-1970,1958.0,0.4,0.6838993188127421,1.7,3.5,0.677290837,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2108.0,2480.0,B_Alone,4.0,87.83333333333333,24.0,321.4,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.6655545883525336,0.05,1.6651737530939932,3.95,0.05,3.95,2.0,0.3595828073466393,2.0,0.7171739402218205,0.05573576126429688,0.7160612788409583,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.03.Gen.ReEx.001.001,Belgium,MFH,1971-1990,1980.5,0.4,0.5162218315486654,1.0,0.85,0.677290837,4.3,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1032.75,1215.0,B_N1,5.0,79.4423076923077,13.0,147.5,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,1.158878224299623,0.23961232029245733,1.123296765668399,3.6,0.10292602710207432,3.6,0.8216633269896212,0.05,0.821154471943972,0.717742966799805,0.058307319037341696,0.7165199099744243,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.04.Gen.ReEx.001.001,Belgium,MFH,1991-2005,1998.0,0.2,0.4733225721990831,0.6,0.45,0.578512397,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1178.1,1386.0,B_Alone,6.0,107.1,11.0,132.1,Temperate,1990-1999,1995,MF_TH,0.23620546424277117,0.3707410880339058,0.22065023924990868,0.595545706907066,0.05,0.5955287151737776,3.5,0.05,3.5,0.5146187554514038,0.12637169666438328,0.5105353973287333,0.6078139079730998,0.050644538848829655,0.607031561210824,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.05.Gen.ReEx.001.001,Belgium,MFH,2006-2011,2008.5,0.2,0.345995724117252,0.3999999999999999,0.3,0.508474576,2.0,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2150.5,2530.0,B_Alone,4.0,65.16666666666667,33.0,85.6,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.39683707679834324,0.05,0.39682439080476795,2.0,0.05,2.0,0.29726688210943525,0.05,0.2972514340833431,0.5304996762681078,0.05,0.5299922326610297,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.MFH.06.Gen.ReEx.001.001,Belgium,MFH,2012,2012.0,0.2,0.345995724117252,0.23,0.21,0.206378987,1.7,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2150.5,2530.0,B_Alone,4.0,65.16666666666667,33.0,67.9,Temperate,2010s,2013,MF_TH,0.2255418003809544,0.49433599941581885,0.19754586625973383,0.228904368150983,0.05,0.2289017293137351,1.7,0.05,1.7,0.20862675606796452,0.05,0.20862120470388315,0.2096568104065127,0.05,0.20962823531796354,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.01.Gen.ReEx.001.001,Belgium,SFH,1945,1944.0,0.4,0.1344182843670315,2.107918465333386,1.5500967395503502,0.7895517929499999,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,236.7449286,278.5234454,B_Alone,1.0,236.7449286,1.0,280.0,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,2.0,0.05,2.0,3.95,0.05,3.95,2.213367251650457,0.37808428758605434,2.050887227763902,0.7461865453861988,0.06755857473051168,0.7445113078876011,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.02.Gen.ReEx.001.001,Belgium,SFH,1946-1970,1958.0,0.4,0.1634904508495128,1.6436510579082362,1.6697320307945174,0.7540504650000001,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,200.4347677,235.805609,B_Alone,1.0,200.4347677,1.0,271.7,Temperate,1945-1969,1958,SFH,0.17358034664968322,0.15973180481546848,0.17136477592310426,1.6655545883525336,0.05,1.6651737530939932,3.95,0.05,3.95,2.0,0.3595828073466393,2.0,0.7171739402218205,0.05573576126429688,0.7160612788409583,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.03.Gen.ReEx.001.001,Belgium,SFH,1971-1990,1980.5,0.4,0.1725010475647084,0.9703149783464476,0.7854795138858527,0.7419551569244297,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,202.6691413,238.4342839,B_Alone,1.0,202.6691413,1.0,185.2,Temperate,1980-1989,1985,SFH,0.15426948477489133,0.17225266861868643,0.1520375573545001,1.158878224299623,0.23961232029245733,1.123296765668399,3.6,0.10292602710207432,3.6,0.8216633269896212,0.05,0.821154471943972,0.717742966799805,0.058307319037341696,0.7165199099744243,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.04.Gen.ReEx.001.001,Belgium,SFH,1991-2005,1998.0,0.4,0.1753492271909247,0.5919766109005672,0.5740413971456962,0.6228926330306023,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,219.6208072,258.3774202,B_Alone,1.0,219.6208072,1.0,152.4,Temperate,1990-1999,1995,SFH,0.18543844848216295,0.2198117832810866,0.1814117002456447,0.595545706907066,0.05,0.5955287151737776,3.5,0.05,3.5,0.5146187554514038,0.12637169666438328,0.5105353973287333,0.6078139079730998,0.050644538848829655,0.607031561210824,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.05.Gen.ReEx.001.001,Belgium,SFH,2006-2011,2008.5,0.4,0.2299206051828667,0.3940299180954029,0.2926991249400823,0.5417894263200966,2.0,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,229.1665682,269.6077273,B_Alone,1.0,229.1665682,1.0,113.4,Temperate,2000-2009,2005,SFH,0.17198970699649177,0.351633618042987,0.16194006790905713,0.39683707679834324,0.05,0.39682439080476795,2.0,0.05,2.0,0.29726688210943525,0.05,0.2972514340833431,0.5304996762681078,0.05,0.5299922326610297,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.SFH.06.Gen.ReEx.001.001,Belgium,SFH,2012,2012.0,0.4,0.2299206051828667,0.2279319725902638,0.2063317051162731,0.211336975605473,1.7,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,229.1665682,269.6077273,B_Alone,1.0,229.1665682,1.0,89.0,Temperate,2010s,2013,SFH,0.16318971326876922,0.23284646002215786,0.15899371159077916,0.228904368150983,0.05,0.2289017293137351,1.7,0.05,1.7,0.20862675606796452,0.05,0.20862120470388315,0.2096568104065127,0.05,0.20962823531796354,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.01.Gen.ReEx.001.001,Belgium,TH,1945,1944.0,0.4,0.2002851235855747,2.017339362394913,1.5900050154010206,0.7717170062085963,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,192.0481357,225.9389831,B_N2,2.0,192.0481357,1.0,199.7,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,2.0,0.05,2.0,3.95,0.05,3.95,2.213367251650457,0.37808428758605434,2.050887227763902,0.7461865453861988,0.06755857473051168,0.7445113078876011,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.02.Gen.ReEx.001.001,Belgium,TH,1946-1970,1958.0,0.4,0.22682559112639,1.618567295501898,1.7433830399955703,0.7600636218872816,5.0,0.87,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,168.9560642,198.7718403,B_N2,2.0,168.9560642,1.0,196.0,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.6655545883525336,0.05,1.6651737530939932,3.95,0.05,3.95,2.0,0.3595828073466393,2.0,0.7171739402218205,0.05573576126429688,0.7160612788409583,0.87,0.05,0.87,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.03.Gen.ReEx.001.001,Belgium,TH,1971-1990,1980.5,0.4,0.2087370839739326,0.9651979188520444,0.8011737940726323,0.7744350362747899,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,143.0574762,168.3029132,B_N2,2.0,143.0574762,1.0,146.4,Temperate,1980-1989,1985,MF_TH,0.24155473215234974,0.27456140357451697,0.23133472444632927,1.158878224299623,0.23961232029245733,1.123296765668399,3.6,0.10292602710207432,3.6,0.8216633269896212,0.05,0.821154471943972,0.717742966799805,0.058307319037341696,0.7165199099744243,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.04.Gen.ReEx.001.001,Belgium,TH,1991-2005,1998.0,0.4,0.2217001334255059,0.5902062167276968,0.5844336246599188,0.6513382048617968,3.5,0.75,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,162.8453108,191.5827186,B_N2,2.0,162.8453108,1.0,118.3,Temperate,1990-1999,1995,MF_TH,0.23620546424277117,0.3707410880339058,0.22065023924990868,0.595545706907066,0.05,0.5955287151737776,3.5,0.05,3.5,0.5146187554514038,0.12637169666438328,0.5105353973287333,0.6078139079730998,0.050644538848829655,0.607031561210824,0.75,0.05,0.75,0.2,0.2,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.05.Gen.ReEx.001.001,Belgium,TH,2006-2011,2008.5,0.2,0.2785945804811548,0.3933183890979702,0.2963684034976587,0.5632601267523347,2.0,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,169.9233397,199.9098114,B_N2,2.0,169.9233397,1.0,80.3,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.39683707679834324,0.05,0.39682439080476795,2.0,0.05,2.0,0.29726688210943525,0.05,0.2972514340833431,0.5304996762681078,0.05,0.5299922326610297,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BE.N.TH.06.Gen.ReEx.001.001,Belgium,TH,2012,2012.0,0.2,0.2785945804811548,0.2276855000136682,0.208175319155585,0.2145322920205778,1.7,0.6,18.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,169.9233397,199.9098114,B_N2,2.0,169.9233397,1.0,64.2,Temperate,2010s,2013,MF_TH,0.2255418003809544,0.49433599941581885,0.19754586625973383,0.228904368150983,0.05,0.2289017293137351,1.7,0.05,1.7,0.20862675606796452,0.05,0.20862120470388315,0.2096568104065127,0.05,0.20962823531796354,0.6,0.05,0.6,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.AB.03.Gen.ReEx.001.001,Bulgaria,AB,1930-1959,1944.5,0.2,0.1473496204630988,1.39,1.288343558,1.288343558,2.32,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1253.75,1475.0,B_Alone,4.0,78.359375,16.0,176.0,Temperate,1945-1969,1958,AB,0.2430215753425175,0.4349042843971709,0.2185036468719453,1.5422325332210784,0.3888698051124428,1.4229941270197923,3.5066666666666664,0.43840129052445,3.1631352741718093,1.271634025,0.05,1.2714124962705027,1.271634025,0.05,1.2714124962705027,0.7833333333333333,0.059002471424932576,0.7819527010941333,0.4,0.4,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BG.N.AB.04.Gen.ReEx.001.001,Bulgaria,AB,1960-1998,1979.0,0.2,0.3230775010330966,0.93,0.59,1.288343558,2.6,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,3570.0,4200.0,B_Alone,5.0,178.5,20.0,114.0,Temperate,1970-1979,1975,AB,0.37099993838587236,0.3022197347229865,0.35506214285524207,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.4675,0.05997753846931045,2.463067232209378,0.92663962925,0.38083197317389667,0.8632427508134697,1.288343558,0.05,1.288343558,0.75,0.05,0.75,0.35,0.35,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BG.N.AB.05.Gen.ReEx.001.001,Bulgaria,AB,1999-2008,2003.5,0.2,0.2427052086173984,0.44,0.27,0.427201395,2.6,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,1477.3,1738.0,B_Alone,7.0,42.20857142857143,35.0,88.8,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2125000000000001,0.32795403542858054,1.1357432746574332,0.2475,0.17557154198493705,0.2439725409746581,0.785085206,0.45619279481855046,0.7047703602070592,0.67,0.11393019436037578,0.6659532220454999,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BG.N.AB.06.Gen.ReEx.001.001,Bulgaria,AB,2009,2009.0,0.2,0.3563920312343578,0.34,0.18,0.515638208,1.0,0.7,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,2500.7,2942.0,B_Alone,7.0,71.44857142857143,35.0,50.1,Temperate,2000-2009,2005,AB,0.34745752616773035,0.3159734583873406,0.330119711582215,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2125000000000001,0.32795403542858054,1.1357432746574332,0.2475,0.17557154198493705,0.2439725409746581,0.785085206,0.45619279481855046,0.7047703602070592,0.67,0.11393019436037578,0.6659532220454999,0.15,0.15,0.13,0.5,0.5,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.01.Gen.ReEx.001.001,Bulgaria,MFH,1918,1918.0,0.2,0.1293984108967082,1.3362696335078534,1.238214959,0.32,5.879999999999999,0.85,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,766.7,902.0,B_Alone,2.0,383.35,2.0,205.9,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.4960299337523282,0.2653662258128862,1.4438984891744762,4.1,0.46499478811615846,3.693453668316417,1.5841074795,0.22192460481990284,1.5458832009146097,0.9,0.6765525382326767,0.9,0.7999999999999999,0.06258157147700298,0.7984359711335657,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.02.Class.ReEx.001.001,Bulgaria,MFH,1919-1929,1924.0,0.2,0.3710247349823322,1.39,1.93,1.238214959,2.32,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,828.75,975.0,B_Alone,3.0,414.375,2.0,92.0,Temperate,1900-1944,1920,MF_TH,0.19122568419558578,0.5486967194875987,0.16388489363563524,1.4960299337523282,0.2653662258128862,1.4438984891744762,4.1,0.46499478811615846,3.693453668316417,1.5841074795,0.22192460481990284,1.5458832009146097,0.9,0.6765525382326767,0.9,0.7999999999999999,0.06258157147700298,0.7984359711335657,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.03.Gen.ReEx.001.001,Bulgaria,MFH,1930-1959,1944.5,0.2,0.1422121896162528,1.39,1.288343558,1.288343558,2.32,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,850.0,1000.0,B_Alone,4.0,70.83333333333333,12.0,148.6,Temperate,1945-1969,1958,MF_TH,0.2625344961178541,0.4345362132371787,0.23632449947901268,1.5422325332210784,0.3888698051124428,1.4229941270197923,3.5066666666666664,0.43840129052445,3.1631352741718093,1.271634025,0.05,1.2714124962705027,1.271634025,0.05,1.2714124962705027,0.7833333333333333,0.059002471424932576,0.7819527010941333,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.04.Gen.ReEx.001.001,Bulgaria,MFH,1960-1998,1979.0,0.2,0.1640287769784172,0.93,0.59,1.288343558,2.63,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,492.15,579.0,B_Alone,4.0,123.0375,4.0,165.7,Temperate,1970-1979,1975,MF_TH,0.2387572256691544,0.25958033313494977,0.2305772025733933,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.4675,0.05997753846931045,2.463067232209378,0.92663962925,0.38083197317389667,0.8632427508134697,1.288343558,0.05,1.288343558,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.05.Gen.ReEx.001.001,Bulgaria,MFH,1999-2008,2003.5,0.2,0.1862955032119914,0.43,0.27,1.288343558,1.1,0.67,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,285.6,336.0,B_N1,2.0,142.8,2.0,136.4,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2125000000000001,0.32795403542858054,1.1357432746574332,0.2475,0.17557154198493705,0.2439725409746581,0.785085206,0.45619279481855046,0.7047703602070592,0.67,0.11393019436037578,0.6659532220454999,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.MFH.06.Gen.ReEx.001.001,Bulgaria,MFH,2009,2009.0,0.2,0.1550561797752809,0.34,0.18,0.515638208,1.0,0.7,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,386.75,455.0,B_Alone,4.0,96.6875,4.0,61.0,Temperate,2000-2009,2005,MF_TH,0.21444959686917192,0.32568961140887864,0.2029550997332963,0.2952203851806739,0.36281450131824533,0.27580441301226133,1.2125000000000001,0.32795403542858054,1.1357432746574332,0.2475,0.17557154198493705,0.2439725409746581,0.785085206,0.45619279481855046,0.7047703602070592,0.67,0.11393019436037578,0.6659532220454999,0.15,0.15,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.SFH.01.Gen.ReEx.001.001,Bulgaria,SFH,1918,1918.0,0.2,0.0850591715976331,1.34,1.238214959,0.32,5.880000000000001,0.85,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,105.4,124.0,B_Alone,2.0,105.4,1.0,401.5,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,1.4960299337523282,0.2653662258128862,1.4438984891744762,4.1,0.46499478811615846,3.693453668316417,1.5841074795,0.22192460481990284,1.5458832009146097,0.9,0.6765525382326767,0.9,0.7999999999999999,0.06258157147700298,0.7984359711335657,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.SFH.02.Class.ReEx.001.001,Bulgaria,SFH,1919-1929,1924.0,0.2,0.1693180987648305,1.663129657228018,1.93,1.238214959,2.32,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,554.2,652.0,B_Alone,3.0,554.2,1.0,220.2,Temperate,1900-1944,1920,SFH,0.15364037475695566,0.32010662299468245,0.14509245407708302,1.4960299337523282,0.2653662258128862,1.4438984891744762,4.1,0.46499478811615846,3.693453668316417,1.5841074795,0.22192460481990284,1.5458832009146097,0.9,0.6765525382326767,0.9,0.7999999999999999,0.06258157147700298,0.7984359711335657,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.SFH.03.Gen.ReEx.001.001,Bulgaria,SFH,1930-1959,1944.5,0.2,0.1434457500381504,1.5699999999999998,1.238214959,1.238214959,5.88,0.85,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,144.5,170.0,B_Alone,2.0,144.5,1.0,243.5,Temperate,1945-1969,1958,SFH,0.17358034664968322,0.15973180481546848,0.17136477592310426,1.5422325332210784,0.3888698051124428,1.4229941270197923,3.5066666666666664,0.43840129052445,3.1631352741718093,1.271634025,0.05,1.2714124962705027,1.271634025,0.05,1.2714124962705027,0.7833333333333333,0.059002471424932576,0.7819527010941333,0.4,0.4,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
BG.N.SFH.04.Gen.ReEx.001.001,Bulgaria,SFH,1960-1998,1979.0,0.2,0.1758957654723127,0.93,1.288343558,1.288343558,2.32,0.75,19.0,0.4,3.0,0.8,0.6,0.3,0.9,20,0.4,3,0.8,0.6,0.3,0.9,3,193.8,228.0,B_Alone,2.0,193.8,1.0,195.1,Temperate,1970-1979,1975,SFH,0.17466545054785826,0.16004430150317475,0.17243051183817248,1.2788214258111037,0.5168350398007334,1.1354608736923784,2.4675,0.05997753846931045,2.463067232209378,0.92663962925,0.38083197317389667,0.8632427508134697,1.288343558,0.05,1.288343558,0.75,0.05,0.75,0.35,0.35,0.13,0.4,0.4,0.05,20,0.3,0.65,0.82,4
